Salesprice,Bedrooms,Properttype,Latitude,Longitude,Location
15000000,5,Duplex,6.546609,3.238251, Alimosho
700000000,4,Duplex,6.454812,3.434691, Ikoyi
11500000,4,Duplex,6.633668,3.357343, Ojodu
75000000,4,Duplex,6.428056,3.421944, Victoria Island
75000000,4,Duplex,6.472516,3.568616, Ajah
28000000,4,Duplex,6.538079,3.321265, Isolo
13000000,4,Duplex,6.50837,3.384247, Lagos Mainland
63000000,4,Duplex,6.619413,3.510454, Ikorodu
50000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
4000000,4,Duplex,6.546609,3.238251, Alimosho
85000000,4,Duplex,6.617909,3.400106, Magodo
65000000,4,Duplex,6.546609,3.238251, Alimosho
14500000,4,Duplex,6.633668,3.357343, Ojodu
18000000,4,Duplex,6.50837,3.384247, Lagos Mainland
120000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
85000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
27000000,4,Duplex,6.50837,3.384247, Lagos Mainland
65000000,4,Duplex,6.601838,3.351486, Ikeja
29000000,4,Duplex,6.534965,3.389289, Shomolu
55000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
115000000,4,Duplex,6.617909,3.400106, Magodo
73000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
16000000,4,Duplex,6.546609,3.238251, Alimosho
11000000,4,Duplex,6.50837,3.384247, Lagos Mainland
20000000,4,Duplex,6.633668,3.357343, Ojodu
27000000,4,Duplex,6.50837,3.384247, Lagos Mainland
95000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
148000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
110000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
35000000,4,Duplex,6.472516,3.568616, Ajah
82000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
151000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
75000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
65000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
45000000,4,Duplex,6.619413,3.510454, Ikorodu
110000000,4,Duplex,6.454812,3.434691, Ikoyi
3500000,4,Duplex,6.546609,3.238251, Alimosho
16650000,4,Duplex,6.472516,3.568616, Ajah
850000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
25000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
260000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
130000000,4,Duplex,6.601838,3.351486, Ikeja
280000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
1200000,4,Duplex,6.619413,3.510454, Ikorodu
170000000,4,Flat,6.426404,3.468852,Lekki Phase 1
35000000,4,Flat,6.50837,3.384247, Lagos Mainland
27000000,4,Flat,6.5,3.35, Surulere
180000000,4,Flat,6.474028,3.588799,Lekki Phase 2
70000000,4,Flat,6.474028,3.588799,Lekki Phase 2
99000000,4,Flat,6.601838,3.351486, Ikeja
40000000,4,Flat,6.472516,3.568616, Ajah
90000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
48000000,5,Duplex,6.472516,3.568616, Ajah
75000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
75000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
180000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
165000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
55000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
16000000,5,Duplex,6.50837,3.384247, Lagos Mainland
75000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
65000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
165000000,5,Duplex,6.50837,3.384247, Lagos Mainland
100000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
7000000,5,Duplex,6.546609,3.238251, Alimosho
148000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
33000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
40000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
6000000,5,Duplex,6.546609,3.238251, Alimosho
80000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
85000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
7500000,5,Duplex,6.5,3.35, Surulere
45000000,5,Duplex,6.472516,3.568616, Ajah
45000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
45000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
75000000,5,Duplex,6.428056,3.421944, Victoria Island
580000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
80000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
10000000,5,Duplex,6.472516,3.568616, Ajah
55000000,5,Duplex,6.517791,3.382686, Yaba
70000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
48000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
58000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
40000000,5,Duplex,6.546609,3.238251, Alimosho
45000000,5,Duplex,6.615356,3.323782, Agege
100000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
75000000,5,Duplex,6.474028,3.588799,Lekki Phase 2
49000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
90000000,5,Duplex,6.601838,3.351486, Ikeja
40000000,5,Duplex,6.50837,3.384247, Lagos Mainland
40000000,5,Duplex,6.5,3.35, Surulere
110000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
8500000,5,Duplex,6.619413,3.510454, Ikorodu
45000000,5,Duplex,6.561638,3.384247, Gbagada
105000000,5,Duplex,6.426404,3.468852,Lekki Phase 1
65000000,3,Flat,6.426404,3.468852,Lekki Phase 1
50000000,3,Flat,6.474028,3.588799,Lekki Phase 2
43000000,3,Flat,6.474028,3.588799,Lekki Phase 2
4500000,3,Flat,6.61307,3.265907, Ipaja
70000000,3,Flat,6.426404,3.468852,Lekki Phase 1
55000000,3,Flat,6.538079,3.321265, Isolo
120000000,3,Flat,6.474028,3.588799,Lekki Phase 2
69000000,3,Flat,6.474028,3.588799,Lekki Phase 2
57000000,3,Flat,6.426404,3.468852,Lekki Phase 1
35000000,3,Flat,6.426404,3.468852,Lekki Phase 1
220000000,3,Flat,6.426404,3.468852,Lekki Phase 1
47000000,3,Flat,6.474028,3.588799,Lekki Phase 2
68000000,3,Flat,6.474028,3.588799,Lekki Phase 2
60000000,3,Flat,6.472516,3.568616, Ajah
28000000,3,Flat,6.617909,3.400106, Magodo
65000000,3,Flat,6.474028,3.588799,Lekki Phase 2
70000000,3,Flat,6.426404,3.468852,Lekki Phase 1
47000000,3,Flat,6.472516,3.568616, Ajah
150000000,3,Flat,6.601838,3.351486, Ikeja
80000000,3,Flat,6.426404,3.468852,Lekki Phase 1
140000000,3,Flat,6.601838,3.351486, Ikeja
25000000,3,Flat,6.561638,3.384247, Gbagada
45000000,3,Flat,6.474028,3.588799,Lekki Phase 2
65000000,3,Flat,6.474028,3.588799,Lekki Phase 2
180000000,3,Flat,6.426404,3.468852,Lekki Phase 1
120000000,3,Flat,6.426404,3.468852,Lekki Phase 1
14000000,3,Flat,6.546609,3.238251, Alimosho
135000000,3,Flat,6.617909,3.400106, Magodo
300000000,3,Flat,6.454812,3.434691, Ikoyi
135000000,3,Flat,6.601838,3.351486, Ikeja
42000000,3,Flat,6.472516,3.568616, Ajah
70000000,3,Flat,6.474028,3.588799,Lekki Phase 2
50000000,3,Flat,6.472516,3.568616, Ajah
59000000,3,Flat,6.426404,3.468852,Lekki Phase 1
19000000,3,Flat,6.615356,3.323782, Agege
80000000,3,Flat,6.474028,3.588799,Lekki Phase 2
165000000,3,Flat,6.426404,3.468852,Lekki Phase 1
10950000,3,Flat,6.474028,3.588799,Lekki Phase 2
65000000,3,Flat,6.472516,3.568616, Ajah
15000000,3,Flat,6.61307,3.265907, Ipaja
35000000,3,Flat,6.474028,3.588799,Lekki Phase 2
90000000,3,Flat,6.454812,3.434691, Ikoyi
185000000,3,Flat,6.426404,3.468852,Lekki Phase 1
60000000,3,Flat,6.474028,3.588799,Lekki Phase 2
18000000,3,Flat,6.50837,3.384247, Lagos Mainland
20000000,3,Flat,6.546609,3.238251, Alimosho
700000000,3,Flat,6.454812,3.434691, Ikoyi
48000000,3,Flat,6.474028,3.588799,Lekki Phase 2
40000000,3,Flat,6.472516,3.568616, Ajah
900000,3,Flat,6.474028,3.588799,Lekki Phase 2
8000000,3,Flat,6.546609,3.238251, Alimosho
11000000,3,Flat,6.633668,3.357343, Ojodu
80000000,3,Flat,6.474028,3.588799,Lekki Phase 2
55000000,3,Flat,6.474028,3.588799,Lekki Phase 2
95000000,3,Flat,6.474028,3.588799,Lekki Phase 2
900000000,3,Flat,6.454812,3.434691, Ikoyi
55000000,3,Flat,6.474028,3.588799,Lekki Phase 2
123000000,3,Flat,6.474028,3.588799,Lekki Phase 2
38000000,3,Flat,6.474028,3.588799,Lekki Phase 2
180000000,3,Flat,6.426404,3.468852,Lekki Phase 1
130000000,3,Flat,6.601838,3.351486, Ikeja
12000000,3,Flat,6.546609,3.238251, Alimosho
30000000,3,Flat,6.50837,3.384247, Lagos Mainland
55000000,3,Flat,6.474028,3.588799,Lekki Phase 2
38000000,3,Flat,6.474028,3.588799,Lekki Phase 2
30000000,3,Flat,6.633668,3.357343, Ojodu
62000000,3,Flat,6.474028,3.588799,Lekki Phase 2
85000000,3,Flat,6.50837,3.384247, Lagos Mainland
45000000,3,Flat,6.474028,3.588799,Lekki Phase 2
48000000,3,Flat,6.50837,3.384247, Lagos Mainland
65000000,3,Flat,6.617909,3.400106, Magodo
20000000,3,Flat,6.474028,3.588799,Lekki Phase 2
45000000,3,Flat,6.601838,3.351486, Ikeja
105000000,3,Flat,6.426404,3.468852,Lekki Phase 1
17000000,3,Flat,6.546609,3.238251, Alimosho
65000000,3,Flat,6.474028,3.588799,Lekki Phase 2
4000000,3,Flat,6.684968,3.288546, Ifako-Ijaiye
75000000,3,Flat,6.5,3.35, Surulere
120000000,3,Flat,6.426404,3.468852,Lekki Phase 1
45000000,3,Flat,6.617909,3.400106, Magodo
33000000,3,Flat,6.601838,3.351486, Ikeja
20000000,3,Flat,6.601838,3.351486, Ikeja
16000000,3,Flat,6.50837,3.384247, Lagos Mainland
40000000,3,Flat,6.50837,3.384247, Lagos Mainland
10000000,3,Flat,6.633668,3.357343, Ojodu
85000000,3,Flat,6.426404,3.468852,Lekki Phase 1
90000000,3,Flat,6.5,3.35, Surulere
130000000,3,Flat,6.474028,3.588799,Lekki Phase 2
78000000,3,Flat,6.474028,3.588799,Lekki Phase 2
75000000,3,Flat,6.474028,3.588799,Lekki Phase 2
95000000,3,Flat,6.426404,3.468852,Lekki Phase 1
50000000,3,Flat,6.474028,3.588799,Lekki Phase 2
260000000,3,Flat,6.426404,3.468852,Lekki Phase 1
36000000,3,Flat,6.426404,3.468852,Lekki Phase 1
90000000,3,Flat,6.617909,3.400106, Magodo
25000000,3,Flat,6.472516,3.568616, Ajah
78000000,3,Flat,6.474028,3.588799,Lekki Phase 2
55000000,3,Flat,6.426404,3.468852,Lekki Phase 1
64000000,3,Flat,6.633668,3.357343, Ojodu
650000000,3,Flat,6.454812,3.434691, Ikoyi
43000000,3,Flat,6.474028,3.588799,Lekki Phase 2
58000000,3,Flat,6.50837,3.384247, Lagos Mainland
95000000,3,Flat,6.617909,3.400106, Magodo
180000000,3,Flat,6.426404,3.468852,Lekki Phase 1
900000,3,Flat,6.5,3.35, Surulere
5000000,3,Flat,6.561638,3.384247, Gbagada
140000000,3,Flat,6.617909,3.400106, Magodo
86000000,3,Flat,6.633668,3.357343, Ojodu
350000000,3,Flat,6.426404,3.468852,Lekki Phase 1
35000000,3,Flat,6.633668,3.357343, Ojodu
115000000,3,Flat,6.474028,3.588799,Lekki Phase 2
85000000,3,Flat,6.601838,3.351486, Ikeja
65000000,3,Flat,6.517791,3.382686, Yaba
150000000,3,Flat,6.474028,3.588799,Lekki Phase 2
130000000,3,Flat,6.601838,3.351486, Ikeja
50000000,3,Flat,6.500076,3.804483, Ibeju
40000000,3,Flat,6.517791,3.382686, Yaba
90000000,3,Flat,6.474028,3.588799,Lekki Phase 2
60000000,3,Flat,6.474028,3.588799,Lekki Phase 2
65000000,3,Flat,6.474028,3.588799,Lekki Phase 2
55000000,3,Flat,6.5,3.35, Surulere
58000000,3,Flat,6.426404,3.468852,Lekki Phase 1
50000000,3,Flat,6.474028,3.588799,Lekki Phase 2
65000000,3,Flat,6.601838,3.351486, Ikeja
40000000,3,Flat,6.472516,3.568616, Ajah
35000000,3,Flat,6.50837,3.384247, Lagos Mainland
110000000,3,Flat,6.426404,3.468852,Lekki Phase 1
300000000,3,Flat,6.472516,3.568616, Ajah
115000000,3,Flat,6.474028,3.588799,Lekki Phase 2
350000000,3,Flat,6.474028,3.588799,Lekki Phase 2
35000000,3,Flat,6.538079,3.321265, Isolo
600000000,3,Flat,6.426404,3.468852,Lekki Phase 1
55000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
5500000,4,Duplex,6.619413,3.510454, Ikorodu
175000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
175000000,4,Duplex,6.454812,3.434691, Ikoyi
35000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
130000000,4,Duplex,6.601838,3.351486, Ikeja
22000000,4,Duplex,6.500076,3.804483, Ibeju
490000000,4,Duplex,6.454812,3.434691, Ikoyi
45000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
45000000,4,Duplex,6.601838,3.351486, Ikeja
85000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
85000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
45000000,4,Duplex,6.50837,3.384247, Lagos Mainland
260000000,4,Duplex,6.601838,3.351486, Ikeja
45000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
65000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
120000000,4,Duplex,6.50837,3.384247, Lagos Mainland
395000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
15000000,4,Duplex,6.601838,3.351486, Ikeja
80000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
13000000,4,Duplex,6.61307,3.265907, Ipaja
34000000,4,Duplex,6.472516,3.568616, Ajah
10950000,4,Duplex,6.428056,3.421944, Victoria Island
120000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
130000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
48000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
55000000,4,Duplex,6.517791,3.382686, Yaba
55000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
70000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
50000000,4,Duplex,6.601838,3.351486, Ikeja
26000000,4,Duplex,6.615356,3.323782, Agege
10000000,4,Duplex,6.428056,3.421944, Victoria Island
42000000,4,Duplex,6.684968,3.288546, Ifako-Ijaiye
650000000,4,Duplex,6.454812,3.434691, Ikoyi
220000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
55000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
28000000,4,Duplex,6.472516,3.568616, Ajah
38000000,4,Duplex,6.617909,3.400106, Magodo
32000000,4,Duplex,6.546609,3.238251, Alimosho
105000000,4,Duplex,6.472516,3.568616, Ajah
90000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
61000000,4,Duplex,6.472516,3.568616, Ajah
130000000,4,Duplex,6.472516,3.568616, Ajah
60000000,4,Duplex,6.517791,3.382686, Yaba
26000000,4,Duplex,6.472516,3.568616, Ajah
90000000,4,Duplex,6.601838,3.351486, Ikeja
90000000,4,Duplex,6.601838,3.351486, Ikeja
25000000,4,Duplex,6.5,3.35, Surulere
60000000,4,Duplex,6.472516,3.568616, Ajah
47000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
80000000,4,Duplex,6.517791,3.382686, Yaba
62000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
50000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
65000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
70000000,4,Duplex,6.5,3.35, Surulere
50000000,4,Duplex,6.538079,3.321265, Isolo
28000000,4,Duplex,6.684968,3.288546, Ifako-Ijaiye
25000000,4,Duplex,6.561638,3.384247, Gbagada
15000000,4,Duplex,6.615356,3.323782, Agege
13000000,4,Duplex,6.5,3.35, Surulere
16650000,4,Duplex,6.474028,3.588799,Lekki Phase 2
85000000,4,Duplex,6.617909,3.400106, Magodo
100000000,4,Duplex,6.684968,3.288546, Ifako-Ijaiye
10000000,4,Duplex,6.500076,3.804483, Ibeju
28000000,4,Duplex,6.617909,3.400106, Magodo
29500000,4,Duplex,6.474028,3.588799,Lekki Phase 2
35000000,4,Duplex,6.50837,3.384247, Lagos Mainland
80000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
45000000,4,Duplex,6.472516,3.568616, Ajah
40000000,4,Duplex,6.472516,3.568616, Ajah
98000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
57000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
12000000,4,Duplex,6.5,3.35, Surulere
140000000,4,Duplex,6.601838,3.351486, Ikeja
150000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
420000000,4,Duplex,6.454812,3.434691, Ikoyi
65000000,4,Duplex,6.428056,3.421944, Victoria Island
47000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
45000000,4,Duplex,6.472516,3.568616, Ajah
15000000,4,Duplex,6.61307,3.265907, Ipaja
12000000,4,Duplex,6.50837,3.384247, Lagos Mainland
48000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
75000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
100000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
55000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
135000000,4,Duplex,6.472516,3.568616, Ajah
38000000,4,Duplex,6.517791,3.382686, Yaba
175000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
30000000,4,Duplex,6.538079,3.321265, Isolo
100000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
250000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
70000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
70000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
25000000,4,Duplex,6.472516,3.568616, Ajah
10800000,4,Duplex,6.50837,3.384247, Lagos Mainland
110000000,4,Duplex,6.50837,3.384247, Lagos Mainland
170000000,4,Duplex,6.454812,3.434691, Ikoyi
28000000,4,Duplex,6.517791,3.382686, Yaba
45000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
13000000,4,Duplex,6.50837,3.384247, Lagos Mainland
50000000,4,Duplex,6.426404,3.468852,Lekki Phase 1
30000000,4,Duplex,6.619413,3.510454, Ikorodu
68000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
60000000,4,Duplex,6.617909,3.400106, Magodo
180000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
55000000,4,Duplex,6.534965,3.389289, Shomolu
130000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
30000000,4,Duplex,6.472516,3.568616, Ajah
40000000,4,Duplex,6.472516,3.568616, Ajah
150000000,4,Duplex,6.454812,3.434691, Ikoyi
40000000,4,Duplex,6.472516,3.568616, Ajah
90000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
85000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
20000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
55000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
16000000,4,Duplex,6.472516,3.568616, Ajah
95000000,4,Duplex,6.474028,3.588799,Lekki Phase 2
